Episode Index,Episode Id,Episode Length (ms),Episode Minutes,Episode Seconds,Episode Date,Episode Name,Episode Description,Track ID,Song,Performer,Track Popularity,Track Release Date,Explicit,Danceability,Energy,Key,Loudness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Duration (ms),Track Minutes,Track Seconds,Time Signature
217,4KRSw4PVAqY4GYqEMz7kGa,882143,14,42,10/29/2014,Julia Holter - Horns Surrounding Me,"Julia Holter studied composition, and in the song Horns Surrounding Me, she arranges not only acoustic and electronic instruments, but also layers of ambient field recordings and background noise. The song was released in 2013 on her acclaimed album Loud City Song. In this episode, Julia deconstructs the recording, and talks about what she did to evoke a feeling of fear in both the music and the way she sang, changing her voice on different parts of the song to create character and texture.",7HT3YIdduK0rqoaLj2cuZ5,horns surrounding me,julia holter,0,8/19/2013,0,0.663,0.621,9,-8.196,1,0.245,0.108,0.34,0.174,115.059,286533,4,46,4
218,3TNPYvKxPU9QcMQHdaOJfl,858371,14,18,10/15/2014,Valley Lodge - Go,"Dave Hill is a comedian and host of his own podcast which, like Song Exploder, is on the Maximum Fun network. He's also the frontman of the band Valley Lodge. In this episode, Dave will deconstruct the Valley Lodge song Go, which you might recognize as the opening credits of the HBO show Last Week Tonight with John Oliver. This is a special episode produced for MaxFunWeek, seven days of celebrating the community of listeners and shows that make up the Maximum Fun podcast network.",5IP1c6DNlnZLJwldkVgAtX,go,valley lodge,37,9/3/2013,0,0.543,0.987,1,-3.998,1,0.0743,0.637,0.295,0.835,152.979,227881,3,47,4
219,2TQ7HSm1fIcmqCwZXB9SlA,910250,15,10,10/1/2014,RAC - Let Go (feat. Kele & MNDR),"Andre Allen Anjos is better known as RAC, a musician who first found success by remixing other people's songs. His remixes for artists like Lana Del Rey have gotten millions of plays online. In 2013, RAC released Strangers, his first album of original material, and in this episode, he breaks down the song Let Go from that record. It features guest vocals from Kele, best known as the frontman of the band Bloc Party, and singer MNDR, who also talks about her experience working on the track.",3V0W5CfNDMiTKg93wuLFxJ,let go,mndr,59,1/1/2014,0,0.746,0.84,5,-5.891,1,0.0917,0.0156,0.351,0.734,110,280120,4,40,4
220,7HOFzW3C6aukWgYfJQQFUo,869813,14,29,9/18/2014,The Thermals - No Culture Icons,"The Thermals originally began as Hutch Harris's solo recording project. He sang and played all the instruments on the 2003 Thermals record More Parts Per Million. In this episode, Hutch breaks down his lo-fi recording of the song No Culture Icons. The track was later mixed by Chris Walla, who's known best for his work with Death Cab for Cutie, and we’ll hear some thoughts from him as well. I spoke with Hutch in front of a live audience at the XOXO Festival in Portland, Oregon.",4zqFSKQZrl4zZO7PTvhtzQ,no culture icons,the thermals,0,3/4/2003,0,0.483,0.98,10,-3.552,1,0.0896,0,0.359,0.303,147.535,141480,2,21,4
221,440AoAbHOBdqdNxZF8lYkr,859677,14,19,9/2/2014,Anamanaguchi - Prom Night,"In addition to guitars, drums, and bass, the band Anamanaguchi makes their music with the 8-bit sounds that were built into Nintendo video game consoles made in the 1980s. They use software called a tracker to meticulously sequence and produce those sounds. Most of their music is instrumental, but in this episode, they break down one of the first times they’ve incorporated vocals, for the song Prom Night, which features singer Bianca Raquel. Prom Night is from their most recent album, Endless Fantasy, which debuted at #1 on Billboard’s Heatseekers chart when it came out in 2013. ",2258wbkLHHOpjzlkLPfwMU,prom night - 2k14 radio edit,bianca raquel,0,2/3/2014,0,0.574,0.786,1,-4.3,0,0.00816,1.42e-06,0.321,0.363,123.945,234315,3,54,4
222,1ncpmcatA9S27ak2rV5Iom,1070564,17,50,8/19/2014,Spoon - Inside Out,"Spoon was formed in 1993 by singer Britt Daniel and drummer Jim Eno. They've released eight albums, including their most recent record, They Want My Soul, which came out in August 2014. In this episode, Jim Eno breaks down the song Inside Out, explaining how it went from the original demo to the finished album version, including what other music influenced the recording. Plus, we'll hear from their co-producer, Dave Fridmann, whose other credits include The Flaming Lips album The Soft Bulletin, and Oracular Spectacular by MGMT.",7qCZgvV98j6RjUULW1s1it,inside out,spoon,66,8/5/2014,0,0.621,0.62,0,-4.721,1,0.459,0.162,0.0771,0.515,176.016,301960,5,1,4
223,1VSyimrcwyWtNhly3B6gPb,1101258,18,21,8/6/2014,Brian Reitzell - Watch Dogs,"In May 2014, the video game company Ubisoft released Watch Dogs, about a vigilante hacker in Chicago in the near future. Here's how the game is described on their website: ""You play as Aiden Pearce, a brilliant hacker and former thug, whose criminal past led to a violent family tragedy. While seeking justice for those events, you'll monitor and hack those around you."" It sold over 4 million copies in its first week of release. The music for the game was made by Brian Reitzell, who played drums in the bands Air and Red Kross before becoming a composer and music supervisor for films like Lost In Translation and Beginners. He also creates the music for the NBC television show Hannibal. In this episode, Brian talks about the unique challenges posed by scoring video games, where players control what happens on screen and as a result, what happens in the music. He'll break down a piece called Donovan, which he wrote for a chase sequence within the game. He also describes the instrument he created from a hundred year old piano. This episode is presented in conjunction with Polygon.",6Wm77loUVGo73RxdPBHSBw,donovan,brian reitzell,17,5/27/2014,0,0.687,0.795,7,-12.516,1,0.114,0.683,0.374,0.0259,122.007,225531,3,45,4
224,0yYvIPuUtsjEN3cSxQxyOI,741447,12,21,7/15/2014,Open Mike Eagle - Dark Comedy Morning Show (feat. Toy Light),"In this episode, rapper Open Mike Eagle talks about making the song Dark Comedy Morning Show, along with the track's producer, Walker Ashby, aka Toy Light. Mike breaks down how Toy Light's original instrumental version of this song inspired him, and how his view of his own vocals on the track has changed since recording them. ",3sxVEWDtMwY42OwoAQgM7h,dark comedy morning show (feat. toy light),toy light,35,6/10/2014,1,0.367,0.676,8,-10.362,1,0.332,0.0664,0.13,0.443,100.01,203255,3,23,5
225,3q7ai2NBQQgolNw33q9cGC,1104340,18,24,7/1/2014,The Microphones - I Want Wind to Blow,"In the fall of 2001, Phil Elverum released the album The Glow Pt 2 on K Records. Pitchfork named it the best album of the year. In this episode, Phil recounts how he created the first song on the record at Dub Narcotic Studio. He spoke with me from his home in Anacortes, Washington, about his love of being alone in the studio, evoking nature through music, and where the name The Microphones came from. Plus a few words from Calvin Johnson, the founder of K Records. This episode is presented in conjunction with The Creators Project.    ",0sU5GJV5VZqtKMEEW8LCVQ,i want wind to blow,the microphones,0,4/8/2008,0,0.409,0.401,2,-15.152,0,0.747,0.821,0.114,0.234,111.479,332880,5,32,4
226,06YKc58O4zlRBbb53PViNB,827912,13,47,6/19/2014,Converge - Dark Horse,"The band Converge formed in 1990, when its members were teenagers. They've been making music that lives somewhere in the intersection of punk, hardcore, and metal for almost 25 years. Guitarist Kurt Ballou spoke to me from his studio GodCity, which is where Converge writes and records. I also spoke over the phone with singer Jake Bannon. Coming up, they'll talk about how the physical space of GodCity influenced their songwriting, how the Boston hardcore scene gave them a home, and how to get the classic Swedish death metal guitar tone.",39wky0R2DwmwklqXH4LaET,dark horse,converge,0,10/16/2009,0,0.0935,0.989,0,-3.154,1,4.05e-06,0.807,0.147,0.108,175.469,174747,2,54,5
227,1yj4tpKtF842ogpW7htT1T,915762,15,15,6/2/2014,Nite Jewel - One Second of Love,"In this episode, we'll get a deconstructed view of the song One Second of Love by Nite Jewel. I spoke to Ramona Gonzalez of Nite Jewel and her partner and producer Cole MGN in their home studio in Los Angeles as they took a break from making a new record. Coming up, they'll talk about the process they undertook, including recording to tape as a creative restriction, and collaborating with their friends and each other.",5R8rUUFN3kFVk79nAZOCJD,one second of love,nite jewel,0,3/6/2012,0,0.815,0.396,11,-7.924,0,0.000907,0.123,0.0637,0.348,144.655,245693,4,5,4
228,5JEnI5R80ZEYTKbtcRaU7d,1219697,20,19,5/15/2014,Garbage - Felt,"The band Garbage formed in 1994 when three guys from Madison Wisconsin — Butch Vig, Steve Marker, and Duke Erikson, met Scottish singer Shirley Manson. Twenty years later, they've sold over 17 million records worldwide. In this episode, we'll get a view inside their 2012 song ""Felt"" from the album ""Not Your Kind of People."" Butch Vig, who is also a legendary producer behind some of the most influential albums of all time like Nevermind by Nirvana, Siamese Dream by Smashing Pumpkins, Dirty by Sonic Youth, and countless others, spoke to me from his home studio in Los Angeles. I also interviewed Shirley Manson separately to get her insight on how the song was made. Plus some thoughts from their longtime engineer and now co-producer Billy Bush.",1WMc5YXdD2B7DhBhxcyuDW,felt,garbage,11,5/22/2012,0,0.462,0.904,8,-4.181,1,3.9e-05,0.782,0.0251,0.574,134.032,205747,3,25,4
229,1dfSbytrz5rzzAx9xssdF4,849542,14,9,5/1/2014,Poliça - Smug,"Ryan Olson is a member of the band Polica. Though he doesn't perform with them live, he put the band together, produces the songs, and co-writes them. I interviewed Ryan in his bedroom studio in Minneapolis. In this episode, he breaks down the song Smug, from their 2013 album Shulamith. He also talks about two pieces of equipment that have helped shape the sound of Poliça, and how he was introduced to one of them by Justin Vernon of Bon Iver, and the other by DJ Shadow.",5tp2CjzrUhcQWfc0LlKDzJ,smug,poliça,0,10/22/2013,0,0.501,0.612,2,-7.781,0,0.412,0.0119,0.103,0.28,79.99,239680,3,59,4
230,7pDX133QjH0T0IJYUzwFLz,918270,15,18,4/15/2014,Loren Bouchard - Bob's Burgers (Theme Song),"Loren Bouchard is the creator of the animated television comedy Bob's Burgers, a series about a family and the restaurant they own and live above, currently in its fourth season on Fox. In addition to being the co-executive producer and showrunner, Loren also composed the show's opening theme. I interviewed Loren in his office, where his desk is surrounded by musical instruments. In this episode, he talks about which ones went into the theme, and the emotions he wanted to evoke with each of them. Plus a few thoughts from cast members Jon Benjamin and Eugene Mirman.",4ThnfoJwJa0FwJhD9Q0DPN,bob's burgers (tv theme),theme fantasy,1,5/30/2014,0,0.67,0.774,2,-6.77,1,0.539,0.942,0.338,0.581,105.022,96098,1,36,4
231,3LI7cxA40dYu0AeRnbjxY6,965708,16,5,4/1/2014,Jeff Beal - House of Cards (Main Title Theme),"Composer Jeff Beal deconstructs the main title theme music to the Netflix original series House of Cards. The show has been nominated for multiple Emmy Awards, including Outstanding Original Main Title Theme and Outstanding Music Composition. The show was adapted from a British series of the same name by writer Beau Willimon, and director and executive producer David Fincher. Jeff talks about his collaborative process with Fincher, and how they found the mood and musical palette for the show and its theme, and how it changed from season one to season two. A word of warning: if you haven’t watched the first season, there are spoilers about how that season ends.",5VtjeTFPjh8O4XhweK1VQa,house of cards main title season 2,jeff beal,0,1/1/2014,0,0.422,0.392,9,-15.6,0,0.189,0.879,0.11,0.201,99.264,198573,3,18,4
232,1Bk8C9MvT8ZRxunge4IJ0g,721359,12,1,3/17/2014,Daedelus - Experience,"Alfred Darlington, better known as Daedelus, takes apart his song Experience. This early track of his is made with only acoustic sounds, but Alfred still considers it a piece of electronic music, and explains why. He also talks about the unexpected life the song has had since he recorded it, after being sampled by Madlib for his collaboration with MF Doom, Madvillain. Experience became the beat for Madvillain’s Accordion, the first song on their highly acclaimed album, and later referenced and resampled by artists like Drake and Kitty (aka Kitty Pryde). Daedelus deconstructs the song and discusses what its legacy means to him.",1saAB9wlJyQtov5zAz4zHi,experience,daedelus,0,,0,0.402,0.439,3,-12.55,0,0.605,0.4,0.143,0.329,103.371,128693,2,8,4
233,5gTLnXPnMRjEdDslyu1HLG,779063,12,59,3/1/2014,Sea Wolf - Kasper,"Alex Brown Church of Sea Wolf breaks down Kasper, a song from the album Old World Romance. He talks about his songwriting process, collaborating with his bandmates, and the evolution that comes with learning the difference between making something that's good, and making something that's perfect. ",1B04gv6S6brf7jU0wwvLI0,kasper,sea wolf,0,9/11/2012,0,0.535,0.844,2,-7.493,1,0.0332,0.194,0.312,0.778,91.038,215000,3,35,4
234,4KwaEtmoqksgDILrPtNvfw,781832,13,1,2/14/2014,Baths - Miasma Sky,"Will Wiesenfeld of Baths breaks down his song Miasma Sky, which came out last year on his highly-praised sophomore album Obsidian. Will talks about using the computer to intentionally destroy sounds, trying to find a balance in his music between simplicity and complexity, and what went into making his drum tracks. ",5LrPcWQErLdQI3hV4cCRqH,miasma sky,baths,0,5/28/2013,0,0.631,0.591,9,-11.232,0,0.232,0.798,0.103,0.311,120.04,273880,4,33,3
235,2UmqDjz8LSn7lQWWCCoRH5,655426,10,55,2/1/2014,YACHT - Plastic Soul,"Claire and Jona of the band YACHT deconstruct their brand new single Plastic Soul, a fun pop song about human suffering. They explain how technology inspired them musically as well as lyrically, and how they recycle bits of their old recordings to create new songs. ",43p0RNDfD6lSnHrQJUeffT,plastic soul,yacht,0,1/21/2014,0,0.639,0.452,7,-7.199,1,0.00258,0.00153,0.0473,0.487,100.019,221946,3,41,4
236,0iXXLExoUwzLAtDZCMmZOH,1026156,17,6,1/15/2014,The Album Leaf - The Outer Banks,"Jimmy LaValle of The Album Leaf takes apart The Outer Banks, a song he recorded in Iceland with members of Sigur Ros accompanying him. He reveals how the melody of the song was made from a glockenspiel, violin, and Moog synthesizer; and he talks about the importance of letting go of control during the recording process. ",5BNTYChVajKKXVvW9N8K3l,the outer banks,the album leaf,0,6/22/2004,0,0.543,0.507,6,-9.476,0,0.0267,0.791,0.104,0.0461,125.022,263053,4,23,4
