Album Type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_number,album_name,short_album_name,release_date,album_id
Studio,0.451,0.809,2,-10.967,1,0.0425,0.00388,0.442,0.139,0.895,94.578,3tBJOP6rkrMciM74yAscpw,spotify:track:3tBJOP6rkrMciM74yAscpw,https://api.spotify.com/v1/tracks/3tBJOP6rkrMciM74yAscpw,https://api.spotify.com/v1/audio-analysis/3tBJOP6rkrMciM74yAscpw,121173,4,"Some Other Guy - Live At The BBC For ""Easy Beat"" / 23rd June, 1963",11,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.404,0.722,2,-11.698,1,0.0317,0.0183,0,0.122,0.932,140.796,0ZDJsHfAMmnvYmnu5DLPer,spotify:track:0ZDJsHfAMmnvYmnu5DLPer,https://api.spotify.com/v1/tracks/0ZDJsHfAMmnvYmnu5DLPer,https://api.spotify.com/v1/audio-analysis/0ZDJsHfAMmnvYmnu5DLPer,124653,4,"Thank You Girl - Live At The BBC For ""Easy Beat"" / 23rd June, 1963",12,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.803,0.349,1,-19.668,0,0.887,0.583,0,0.457,0.95,102.36,6GGYXa8pIYOCUgNnl3fnP8,spotify:track:6GGYXa8pIYOCUgNnl3fnP8,https://api.spotify.com/v1/tracks/6GGYXa8pIYOCUgNnl3fnP8,https://api.spotify.com/v1/audio-analysis/6GGYXa8pIYOCUgNnl3fnP8,28160,3,"Sha La La La La! - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",13,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.531,0.525,4,-13.038,0,0.0298,0.326,0,0.432,0.786,114.533,1Xgu0QTqRtOKPeEHd3EVik,spotify:track:1Xgu0QTqRtOKPeEHd3EVik,https://api.spotify.com/v1/tracks/1Xgu0QTqRtOKPeEHd3EVik,https://api.spotify.com/v1/audio-analysis/1Xgu0QTqRtOKPeEHd3EVik,163547,4,"Baby It's You - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",14,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.671,0.657,9,-9.806,1,0.03,0.604,0.573,0.118,0.957,104.729,6zsbf8RSb8YODtTclmMgAb,spotify:track:6zsbf8RSb8YODtTclmMgAb,https://api.spotify.com/v1/tracks/6zsbf8RSb8YODtTclmMgAb,https://api.spotify.com/v1/audio-analysis/6zsbf8RSb8YODtTclmMgAb,175640,4,"That's All Right (Mama) - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",15,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.484,0.706,9,-11.505,1,0.0352,0.311,6.55e-06,0.0839,0.979,155.616,2CkSHHcBZQXxg90xAcUkhn,spotify:track:2CkSHHcBZQXxg90xAcUkhn,https://api.spotify.com/v1/tracks/2CkSHHcBZQXxg90xAcUkhn,https://api.spotify.com/v1/audio-analysis/2CkSHHcBZQXxg90xAcUkhn,156227,4,"Carol - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",16,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.745,0.173,1,-23.719,1,0.93,0.784,0,0.506,0.649,102.311,1HUvm2nsmG5K9kUZq3ylie,spotify:track:1HUvm2nsmG5K9kUZq3ylie,https://api.spotify.com/v1/tracks/1HUvm2nsmG5K9kUZq3ylie,https://api.spotify.com/v1/audio-analysis/1HUvm2nsmG5K9kUZq3ylie,31147,3,"What Is It, George? - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",17,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.742,0.413,5,-11.965,1,0.04,0.319,2.62e-06,0.305,0.969,123.777,1QnLZL2cCxNUCdWgo3AYR0,spotify:track:1QnLZL2cCxNUCdWgo3AYR0,https://api.spotify.com/v1/tracks/1QnLZL2cCxNUCdWgo3AYR0,https://api.spotify.com/v1/audio-analysis/1QnLZL2cCxNUCdWgo3AYR0,119120,4,"Soldier Of Love - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",18,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.744,0.182,0,-21.994,0,0.954,0.82,0,0.276,0.88,115.387,3DNENIsGC1h2tXNfPlq62g,spotify:track:3DNENIsGC1h2tXNfPlq62g,https://api.spotify.com/v1/tracks/3DNENIsGC1h2tXNfPlq62g,https://api.spotify.com/v1/audio-analysis/3DNENIsGC1h2tXNfPlq62g,25693,4,"A Little Rhyme - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",19,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.521,0.63,7,-11.097,1,0.0729,0.61,0,0.597,0.883,132.094,569Uf7t8MiSwnHgjk1yrLF,spotify:track:569Uf7t8MiSwnHgjk1yrLF,https://api.spotify.com/v1/tracks/569Uf7t8MiSwnHgjk1yrLF,https://api.spotify.com/v1/audio-analysis/569Uf7t8MiSwnHgjk1yrLF,159947,4,"Clarabella - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",20,Live At The BBC (Remastered),Live At The BBC,11/30/1994,2EowTulHWqSY6QZfTDf5vW
Studio,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,109.114,0CaBBQsaAiRHhiLmzi7ZRp,spotify:track:0CaBBQsaAiRHhiLmzi7ZRp,https://api.spotify.com/v1/tracks/0CaBBQsaAiRHhiLmzi7ZRp,https://api.spotify.com/v1/audio-analysis/0CaBBQsaAiRHhiLmzi7ZRp,216813,4,Two Of Us - Remastered 2009,1,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.538,0.478,11,-8.957,0,0.0388,0.472,0,0.17,0.527,59.004,4OUmlC67FoPLvQNuE5C7kF,spotify:track:4OUmlC67FoPLvQNuE5C7kF,https://api.spotify.com/v1/tracks/4OUmlC67FoPLvQNuE5C7kF,https://api.spotify.com/v1/audio-analysis/4OUmlC67FoPLvQNuE5C7kF,235000,4,Dig A Pony - Remastered 2009,2,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,4dkoqJrP0L8FXftrMZongF,spotify:track:4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/tracks/4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/audio-analysis/4dkoqJrP0L8FXftrMZongF,228133,4,Across The Universe - Remastered 2009,3,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.291,0.638,9,-7.854,0,0.0554,0.179,0,0.101,0.525,185.235,2BMqay80iBzZTa608Y1eG1,spotify:track:2BMqay80iBzZTa608Y1eG1,https://api.spotify.com/v1/tracks/2BMqay80iBzZTa608Y1eG1,https://api.spotify.com/v1/audio-analysis/2BMqay80iBzZTa608Y1eG1,145587,3,I Me Mine - Remastered 2009,4,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.54,0.489,5,-12.276,1,0.117,0.659,0.0019,0.457,0.67,157.03,0eRyOunOVBChlXxIvqwOxH,spotify:track:0eRyOunOVBChlXxIvqwOxH,https://api.spotify.com/v1/tracks/0eRyOunOVBChlXxIvqwOxH,https://api.spotify.com/v1/audio-analysis/0eRyOunOVBChlXxIvqwOxH,50467,3,Dig It - Remastered 2009,5,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4,Let It Be - Remastered 2009,6,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.516,0.515,2,-12.035,0,0.215,0.379,0,0.103,0.524,169.039,2VsX1BoWSGiuVXGiFSUr6h,spotify:track:2VsX1BoWSGiuVXGiFSUr6h,https://api.spotify.com/v1/tracks/2VsX1BoWSGiuVXGiFSUr6h,https://api.spotify.com/v1/audio-analysis/2VsX1BoWSGiuVXGiFSUr6h,40040,4,Maggie Mae - Remastered 2009,7,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.44,0.609,2,-8.824,1,0.0358,0.0715,0,0.582,0.364,165.156,3gwRWIbr5ycEVLIAXrWaw7,spotify:track:3gwRWIbr5ycEVLIAXrWaw7,https://api.spotify.com/v1/tracks/3gwRWIbr5ycEVLIAXrWaw7,https://api.spotify.com/v1/audio-analysis/3gwRWIbr5ycEVLIAXrWaw7,217560,4,I've Got A Feeling - Remastered 2009,8,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.554,0.828,4,-6.435,1,0.0739,0.0307,0,0.907,0.888,90.95,50qHmeex1nPTyQTwBXjSE4,spotify:track:50qHmeex1nPTyQTwBXjSE4,https://api.spotify.com/v1/tracks/50qHmeex1nPTyQTwBXjSE4,https://api.spotify.com/v1/audio-analysis/50qHmeex1nPTyQTwBXjSE4,173960,4,One After 909 - Remastered 2009,9,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282,3mlMpmY8oZIBFc39D9zLbh,spotify:track:3mlMpmY8oZIBFc39D9zLbh,https://api.spotify.com/v1/tracks/3mlMpmY8oZIBFc39D9zLbh,https://api.spotify.com/v1/audio-analysis/3mlMpmY8oZIBFc39D9zLbh,218187,4,The Long And Winding Road - Remastered 2009,10,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.88,0.556,2,-10.773,1,0.0855,0.24,0.0483,0.24,0.955,128.542,5dpRJkvY8oWMQmQbEQTXhO,spotify:track:5dpRJkvY8oWMQmQbEQTXhO,https://api.spotify.com/v1/tracks/5dpRJkvY8oWMQmQbEQTXhO,https://api.spotify.com/v1/audio-analysis/5dpRJkvY8oWMQmQbEQTXhO,152213,4,For You Blue - Remastered 2009,11,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,4MLBqAEzNN89o2M9h92Z26,spotify:track:4MLBqAEzNN89o2M9h92Z26,https://api.spotify.com/v1/tracks/4MLBqAEzNN89o2M9h92Z26,https://api.spotify.com/v1/audio-analysis/4MLBqAEzNN89o2M9h92Z26,189387,4,Get Back - Remastered 2009,12,Let It Be (Remastered),Let It Be,5/8/1970,0jTGHV5xqHPvEcwL8f6YU5
Studio,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4,Come Together - Remastered 2009,1,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293,4,Something - Remastered 2009,2,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,2S8xyNRJX1XQdo3qnTuovI,spotify:track:2S8xyNRJX1XQdo3qnTuovI,https://api.spotify.com/v1/tracks/2S8xyNRJX1XQdo3qnTuovI,https://api.spotify.com/v1/audio-analysis/2S8xyNRJX1XQdo3qnTuovI,207920,4,Maxwell's Silver Hammer - Remastered 2009,3,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,2mxByJWOajjiVsLWjNXvDJ,spotify:track:2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/tracks/2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/audio-analysis/2mxByJWOajjiVsLWjNXvDJ,207240,3,Oh! Darling - Remastered 2009,4,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,0suLngfo7rJoetk7Ub6N8l,spotify:track:0suLngfo7rJoetk7Ub6N8l,https://api.spotify.com/v1/tracks/0suLngfo7rJoetk7Ub6N8l,https://api.spotify.com/v1/audio-analysis/0suLngfo7rJoetk7Ub6N8l,170720,4,Octopus's Garden - Remastered 2009,5,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,3Z25k4ZF6QENy2d9YatsM5,spotify:track:3Z25k4ZF6QENy2d9YatsM5,https://api.spotify.com/v1/tracks/3Z25k4ZF6QENy2d9YatsM5,https://api.spotify.com/v1/audio-analysis/3Z25k4ZF6QENy2d9YatsM5,467320,4,I Want You (She's So Heavy) - Remastered 2009,6,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4,Here Comes The Sun - Remastered 2009,7,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.328,0.249,2,-11.777,1,0.0272,0.754,5.77e-06,0.134,0.162,81.257,1rxoyGj1QuPoVi8fOft1Kt,spotify:track:1rxoyGj1QuPoVi8fOft1Kt,https://api.spotify.com/v1/tracks/1rxoyGj1QuPoVi8fOft1Kt,https://api.spotify.com/v1/audio-analysis/1rxoyGj1QuPoVi8fOft1Kt,165667,4,Because - Remastered 2009,8,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,1jOLTO379yIu9aMnCkpMQl,spotify:track:1jOLTO379yIu9aMnCkpMQl,https://api.spotify.com/v1/tracks/1jOLTO379yIu9aMnCkpMQl,https://api.spotify.com/v1/audio-analysis/1jOLTO379yIu9aMnCkpMQl,242973,3,You Never Give Me Your Money - Remastered 2009,9,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.483,0.177,2,-17.629,1,0.0277,0.284,0.499,0.116,0.192,74.994,4nwKdZID1ht0lDBJ5h2p87,spotify:track:4nwKdZID1ht0lDBJ5h2p87,https://api.spotify.com/v1/tracks/4nwKdZID1ht0lDBJ5h2p87,https://api.spotify.com/v1/audio-analysis/4nwKdZID1ht0lDBJ5h2p87,146267,4,Sun King - Remastered 2009,10,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.676,0.596,4,-9.107,1,0.0272,0.0699,1.96e-05,0.351,0.97,100.687,4JOyMhad5dD81uGYLGgKrS,spotify:track:4JOyMhad5dD81uGYLGgKrS,https://api.spotify.com/v1/tracks/4JOyMhad5dD81uGYLGgKrS,https://api.spotify.com/v1/audio-analysis/4JOyMhad5dD81uGYLGgKrS,66533,4,Mean Mr Mustard - Remastered 2009,11,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,1FTCA6wQwulQFokDddKE68,spotify:track:1FTCA6wQwulQFokDddKE68,https://api.spotify.com/v1/tracks/1FTCA6wQwulQFokDddKE68,https://api.spotify.com/v1/audio-analysis/1FTCA6wQwulQFokDddKE68,72640,4,Polythene Pam - Remastered 2009,12,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.53,0.72,2,-8.793,1,0.0338,0.00376,3.38e-05,0.314,0.69,80.652,2jtUGFsqanQ82zqDlhiKIp,spotify:track:2jtUGFsqanQ82zqDlhiKIp,https://api.spotify.com/v1/tracks/2jtUGFsqanQ82zqDlhiKIp,https://api.spotify.com/v1/audio-analysis/2jtUGFsqanQ82zqDlhiKIp,118627,4,She Came In Through The Bathroom Window - Remastered 2009,13,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.419,0.152,0,-12.126,1,0.0277,0.326,0.0034,0.113,0.239,80.608,01SfTM5nfCou5gQL70r6gs,spotify:track:01SfTM5nfCou5gQL70r6gs,https://api.spotify.com/v1/tracks/01SfTM5nfCou5gQL70r6gs,https://api.spotify.com/v1/audio-analysis/01SfTM5nfCou5gQL70r6gs,91760,4,Golden Slumbers - Remastered 2009,14,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,5eZrW59C3UgBhkqNlowEID,spotify:track:5eZrW59C3UgBhkqNlowEID,https://api.spotify.com/v1/tracks/5eZrW59C3UgBhkqNlowEID,https://api.spotify.com/v1/audio-analysis/5eZrW59C3UgBhkqNlowEID,96467,4,Carry That Weight - Remastered 2009,15,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,5aHHf6jrqDRb1fcBmue2kn,spotify:track:5aHHf6jrqDRb1fcBmue2kn,https://api.spotify.com/v1/tracks/5aHHf6jrqDRb1fcBmue2kn,https://api.spotify.com/v1/audio-analysis/5aHHf6jrqDRb1fcBmue2kn,141613,1,The End - Remastered 2009,16,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874,6UCFZ9ZOFRxK8oak7MdPZu,spotify:track:6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/tracks/6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/audio-analysis/6UCFZ9ZOFRxK8oak7MdPZu,25987,3,Her Majesty - Remastered 2009,17,Abbey Road (Remastered),Abbey Road,9/26/1969,0ETFjACtuP2ADo6LFhL6HN
Studio,0.605,0.536,1,-10.069,1,0.0421,0.518,0,0.528,0.688,110.849,3oEo8Pqm5IAi8wQfCI5BpR,spotify:track:3oEo8Pqm5IAi8wQfCI5BpR,https://api.spotify.com/v1/tracks/3oEo8Pqm5IAi8wQfCI5BpR,https://api.spotify.com/v1/audio-analysis/3oEo8Pqm5IAi8wQfCI5BpR,159720,4,Yellow Submarine - Remastered 2009,1,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.175,0.731,9,-8.341,1,0.0705,0.000341,0.000751,0.0846,0.801,209.242,4phXWLTSlC1BEogSWhJMDD,spotify:track:4phXWLTSlC1BEogSWhJMDD,https://api.spotify.com/v1/tracks/4phXWLTSlC1BEogSWhJMDD,https://api.spotify.com/v1/audio-analysis/4phXWLTSlC1BEogSWhJMDD,204493,4,Only A Northern Song - Remastered 2009,2,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.587,0.431,2,-9.495,1,0.0686,0.0722,0,0.561,0.778,95.937,2ck8lFrYAch2GPtdhpTHe3,spotify:track:2ck8lFrYAch2GPtdhpTHe3,https://api.spotify.com/v1/tracks/2ck8lFrYAch2GPtdhpTHe3,https://api.spotify.com/v1/audio-analysis/2ck8lFrYAch2GPtdhpTHe3,130893,4,All Together Now - Remastered 2009,3,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.587,0.617,7,-9.164,1,0.028,0.0197,0.639,0.199,0.947,100.495,5xYC2ZJJ9TMJL8BOl85O2R,spotify:track:5xYC2ZJJ9TMJL8BOl85O2R,https://api.spotify.com/v1/tracks/5xYC2ZJJ9TMJL8BOl85O2R,https://api.spotify.com/v1/audio-analysis/5xYC2ZJJ9TMJL8BOl85O2R,191307,4,Hey Bulldog - Remastered 2009,4,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.39,0.781,7,-7.878,1,0.0364,4.3e-05,0.412,0.1,0.199,113.511,2bQZ9BBhP7vSBiyDz7KXnv,spotify:track:2bQZ9BBhP7vSBiyDz7KXnv,https://api.spotify.com/v1/tracks/2bQZ9BBhP7vSBiyDz7KXnv,https://api.spotify.com/v1/audio-analysis/2bQZ9BBhP7vSBiyDz7KXnv,385013,4,It's All Too Much - Remastered 2009,5,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.4,0.463,7,-8.455,1,0.0288,0.345,4.59e-05,0.286,0.627,103.103,2Z8cY4QpZTFUZxCQCpvNe1,spotify:track:2Z8cY4QpZTFUZxCQCpvNe1,https://api.spotify.com/v1/tracks/2Z8cY4QpZTFUZxCQCpvNe1,https://api.spotify.com/v1/audio-analysis/2Z8cY4QpZTFUZxCQCpvNe1,231213,4,All You Need Is Love - Remastered 2009,6,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.354,0.281,7,-12.434,1,0.032,0.661,0.763,0.243,0.367,113.126,1y8kq7M3tBw4zAttsZMya8,spotify:track:1y8kq7M3tBw4zAttsZMya8,https://api.spotify.com/v1/tracks/1y8kq7M3tBw4zAttsZMya8,https://api.spotify.com/v1/audio-analysis/1y8kq7M3tBw4zAttsZMya8,140733,4,Pepperland - Remastered 2009,7,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.237,0.096,2,-20.629,0,0.0387,0.971,0.0961,0.203,0.0629,128.054,6FvhNdlAom6yYHa8ekAaAM,spotify:track:6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/tracks/6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/audio-analysis/6FvhNdlAom6yYHa8ekAaAM,180213,4,Sea Of Time - Remastered 2009,8,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.249,0.0994,6,-19.266,0,0.04,0.959,0.926,0.454,0.0357,118.99,6n42oei7aEx2I0dcluKAGx,spotify:track:6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/tracks/6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/audio-analysis/6n42oei7aEx2I0dcluKAGx,136693,3,Sea Of Holes - Remastered 2009,9,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.253,0.166,9,-16.624,1,0.0346,0.945,0.862,0.135,0.0489,83.971,30u8QyT0kBSYO5RcZmaLl3,spotify:track:30u8QyT0kBSYO5RcZmaLl3,https://api.spotify.com/v1/tracks/30u8QyT0kBSYO5RcZmaLl3,https://api.spotify.com/v1/audio-analysis/30u8QyT0kBSYO5RcZmaLl3,216693,3,Sea Of Monsters - Remastered 2009,10,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.538,0.378,9,-14.117,0,0.0387,0.934,0.758,0.456,0.16,117.185,7zJKIrxcH2jY4TOqpvoLvH,spotify:track:7zJKIrxcH2jY4TOqpvoLvH,https://api.spotify.com/v1/tracks/7zJKIrxcH2jY4TOqpvoLvH,https://api.spotify.com/v1/audio-analysis/7zJKIrxcH2jY4TOqpvoLvH,139360,4,March Of The Meanies - Remastered 2009,11,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.269,0.0902,8,-23.018,0,0.042,0.877,0.821,0.302,0.0462,82.423,0rHHNFcUgB0zlzCk4MVluw,spotify:track:0rHHNFcUgB0zlzCk4MVluw,https://api.spotify.com/v1/tracks/0rHHNFcUgB0zlzCk4MVluw,https://api.spotify.com/v1/audio-analysis/0rHHNFcUgB0zlzCk4MVluw,132773,4,Pepperland Laid Waste - Remastered 2009,12,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.406,0.219,7,-13.155,1,0.0359,0.808,0.599,0.15,0.271,105.345,7ExawMDcRz2lMgNEjjYzdr,spotify:track:7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/tracks/7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/audio-analysis/7ExawMDcRz2lMgNEjjYzdr,134027,4,Yellow Submarine In Pepperland - Remastered 2009,13,Yellow Submarine (Remastered),Yellow Submarine,1/17/1969,1gKZ5A1ndFqbcrWtW85cCy
Studio,0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,0j3p1p06deJ7f9xmJ9yG22,spotify:track:0j3p1p06deJ7f9xmJ9yG22,https://api.spotify.com/v1/tracks/0j3p1p06deJ7f9xmJ9yG22,https://api.spotify.com/v1/audio-analysis/0j3p1p06deJ7f9xmJ9yG22,163453,4,Back In The U.S.S.R. - Remastered 2009,1,The Beatles (Remastered),The Beatles,11/22/1968,1klALx0u4AavZNEvC4LrTL
Studio,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721,5NQYyej46WQkgCbnzGD21W,spotify:track:5NQYyej46WQkgCbnzGD21W,https://api.spotify.com/v1/tracks/5NQYyej46WQkgCbnzGD21W,https://api.spotify.com/v1/audio-analysis/5NQYyej46WQkgCbnzGD21W,235773,4,Dear Prudence - Remastered 2009,2,The Beatles (Remastered),The Beatles,11/22/1968,1klALx0u4AavZNEvC4LrTL
