Album Type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_number,album_name,short_album_name,release_date,album_id
Studio,0.692,0.756,7,-9.677,1,0.0402,0.0356,8.8e-05,0.219,0.826,109.111,2CEujT1Tuv3jIIjUyUvupg,spotify:track:2CEujT1Tuv3jIIjUyUvupg,https://api.spotify.com/v1/tracks/2CEujT1Tuv3jIIjUyUvupg,https://api.spotify.com/v1/audio-analysis/2CEujT1Tuv3jIIjUyUvupg,216480,4,Two Of Us - 2021 Mix,1,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.461,0.5,11,-8.023,0,0.0478,0.183,9.94e-06,0.209,0.393,118.377,5pbQlOzqzTacF4wbzmWEeA,spotify:track:5pbQlOzqzTacF4wbzmWEeA,https://api.spotify.com/v1/tracks/5pbQlOzqzTacF4wbzmWEeA,https://api.spotify.com/v1/audio-analysis/5pbQlOzqzTacF4wbzmWEeA,234760,3,Dig A Pony - 2021 Mix,2,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.414,0.467,1,-9.189,1,0.027,0.552,2.28e-05,0.0779,0.752,76.148,47q5q2VZ0y264CNDdUAjZY,spotify:track:47q5q2VZ0y264CNDdUAjZY,https://api.spotify.com/v1/tracks/47q5q2VZ0y264CNDdUAjZY,https://api.spotify.com/v1/audio-analysis/47q5q2VZ0y264CNDdUAjZY,228093,4,Across The Universe - 2021 Mix,3,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.423,0.587,4,-8.14,0,0.0415,0.14,0,0.118,0.575,128.47,5sFSXKwsf1KvKpZngwVtlI,spotify:track:5sFSXKwsf1KvKpZngwVtlI,https://api.spotify.com/v1/tracks/5sFSXKwsf1KvKpZngwVtlI,https://api.spotify.com/v1/audio-analysis/5sFSXKwsf1KvKpZngwVtlI,145053,4,I Me Mine - 2021 Mix,4,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.519,0.564,5,-9.868,1,0.0742,0.452,0.00486,0.273,0.795,155.067,211vMasdcN1n4Xy4ci76Eq,spotify:track:211vMasdcN1n4Xy4ci76Eq,https://api.spotify.com/v1/tracks/211vMasdcN1n4Xy4ci76Eq,https://api.spotify.com/v1/audio-analysis/211vMasdcN1n4Xy4ci76Eq,50653,3,Dig It - 2021 Mix,5,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.407,0.413,0,-8.129,1,0.0302,0.332,4.49e-06,0.107,0.556,144.338,4r797jYkY09ilTg5SMCTnu,spotify:track:4r797jYkY09ilTg5SMCTnu,https://api.spotify.com/v1/tracks/4r797jYkY09ilTg5SMCTnu,https://api.spotify.com/v1/audio-analysis/4r797jYkY09ilTg5SMCTnu,243173,4,Let It Be - 2021 Mix,6,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.525,0.627,7,-8.052,1,0.237,0.247,0,0.124,0.76,169.081,6A0igdiVHc0Tftp9jDb5UU,spotify:track:6A0igdiVHc0Tftp9jDb5UU,https://api.spotify.com/v1/tracks/6A0igdiVHc0Tftp9jDb5UU,https://api.spotify.com/v1/audio-analysis/6A0igdiVHc0Tftp9jDb5UU,40213,4,Maggie Mae - 2021 Mix,7,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.413,0.722,2,-7.463,1,0.0468,0.11,6.04e-06,0.151,0.382,165.614,4zCMgTJ4h916qOHgu1JyAL,spotify:track:4zCMgTJ4h916qOHgu1JyAL,https://api.spotify.com/v1/tracks/4zCMgTJ4h916qOHgu1JyAL,https://api.spotify.com/v1/audio-analysis/4zCMgTJ4h916qOHgu1JyAL,217547,4,I've Got A Feeling - 2021 Mix,8,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.545,0.956,4,-5.549,1,0.116,0.0632,0,0.63,0.776,90.782,6z5yUc4pks98Lo6YaMraq0,spotify:track:6z5yUc4pks98Lo6YaMraq0,https://api.spotify.com/v1/tracks/6z5yUc4pks98Lo6YaMraq0,https://api.spotify.com/v1/audio-analysis/6z5yUc4pks98Lo6YaMraq0,174013,4,One After 909 - 2021 Mix,9,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.314,0.379,3,-10.028,1,0.0271,0.82,0.00202,0.0852,0.319,66.436,4r1AmkTzmi35mAFc3nsG3r,spotify:track:4r1AmkTzmi35mAFc3nsG3r,https://api.spotify.com/v1/tracks/4r1AmkTzmi35mAFc3nsG3r,https://api.spotify.com/v1/audio-analysis/4r1AmkTzmi35mAFc3nsG3r,217600,4,The Long And Winding Road - 2021 Mix,10,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.854,0.605,2,-10.995,1,0.084,0.349,0.0789,0.274,0.929,128.317,0CnmMTr6dpvnPUANh3rUOw,spotify:track:0CnmMTr6dpvnPUANh3rUOw,https://api.spotify.com/v1/tracks/0CnmMTr6dpvnPUANh3rUOw,https://api.spotify.com/v1/audio-analysis/0CnmMTr6dpvnPUANh3rUOw,152533,4,For You Blue - 2021 Mix,11,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.734,0.656,2,-10.443,1,0.0789,0.176,0.0029,0.665,0.366,123.091,47qD4mGcc6cS4PbkvoIcy9,spotify:track:47qD4mGcc6cS4PbkvoIcy9,https://api.spotify.com/v1/tracks/47qD4mGcc6cS4PbkvoIcy9,https://api.spotify.com/v1/audio-analysis/47qD4mGcc6cS4PbkvoIcy9,188267,4,Get Back - 2021 Mix,12,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.718,0.671,7,-10.5,1,0.047,0.053,0.000611,0.352,0.762,107.858,05wq8YTQE3UDL8yd9R79c7,spotify:track:05wq8YTQE3UDL8yd9R79c7,https://api.spotify.com/v1/tracks/05wq8YTQE3UDL8yd9R79c7,https://api.spotify.com/v1/audio-analysis/05wq8YTQE3UDL8yd9R79c7,222280,4,Morning Camera / Two Of Us - Take 4,1,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.622,0.544,7,-7.59,1,0.071,0.717,0,0.101,0.803,107.59,2rnSCXAsw7pU1dmHkm1XpD,spotify:track:2rnSCXAsw7pU1dmHkm1XpD,https://api.spotify.com/v1/tracks/2rnSCXAsw7pU1dmHkm1XpD,https://api.spotify.com/v1/audio-analysis/2rnSCXAsw7pU1dmHkm1XpD,58400,4,Maggie Mae / Fancy My Chances With You - Mono,2,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.635,0.864,7,-7.495,1,0.0833,0.215,6.43e-06,0.362,0.717,141.355,51g1inQV6DC4WZWlGXeFHs,spotify:track:51g1inQV6DC4WZWlGXeFHs,https://api.spotify.com/v1/tracks/51g1inQV6DC4WZWlGXeFHs,https://api.spotify.com/v1/audio-analysis/51g1inQV6DC4WZWlGXeFHs,122360,4,Can You Dig It?,3,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.582,0.457,2,-14.507,1,0.322,0.916,0,0.0771,0.488,113.374,482dVVEHxiwirUwW4VjS3s,spotify:track:482dVVEHxiwirUwW4VjS3s,https://api.spotify.com/v1/tracks/482dVVEHxiwirUwW4VjS3s,https://api.spotify.com/v1/audio-analysis/482dVVEHxiwirUwW4VjS3s,82013,4,I Don't Know Why I'm Moaning - Speech / Mono,4,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.709,0.809,2,-9.73,1,0.099,0.24,0.0222,0.216,0.784,127.789,0CVEWNpT3fHxcMPRG3cM2f,spotify:track:0CVEWNpT3fHxcMPRG3cM2f,https://api.spotify.com/v1/tracks/0CVEWNpT3fHxcMPRG3cM2f,https://api.spotify.com/v1/audio-analysis/0CVEWNpT3fHxcMPRG3cM2f,172947,4,For You Blue - Take 4,5,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.494,0.424,0,-10.874,1,0.0646,0.905,4.76e-05,0.132,0.481,142.038,15tcqNCx9skvXmmlscpAjF,spotify:track:15tcqNCx9skvXmmlscpAjF,https://api.spotify.com/v1/tracks/15tcqNCx9skvXmmlscpAjF,https://api.spotify.com/v1/audio-analysis/15tcqNCx9skvXmmlscpAjF,272680,4,Let It Be / Please Please Me / Let It Be - Take 10,6,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.399,0.622,2,-7.628,1,0.0358,0.143,0.00263,0.119,0.306,81.095,6ru78BV9iww37EeTAVd364,spotify:track:6ru78BV9iww37EeTAVd364,https://api.spotify.com/v1/tracks/6ru78BV9iww37EeTAVd364,https://api.spotify.com/v1/audio-analysis/6ru78BV9iww37EeTAVd364,217680,4,I’ve Got A Feeling - Take 10,7,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.53,0.399,11,-8.978,0,0.0702,0.661,7.58e-06,0.232,0.376,118.441,77LP0NB3rR3g43giL2mGAG,spotify:track:77LP0NB3rR3g43giL2mGAG,https://api.spotify.com/v1/tracks/77LP0NB3rR3g43giL2mGAG,https://api.spotify.com/v1/audio-analysis/77LP0NB3rR3g43giL2mGAG,241440,3,Dig A Pony - Take 14,8,Let It Be (Super Deluxe),Let It Be,10/15/2021,1BdxbYp1FaNejpDgtDo25V
Studio,0.536,0.36,9,-10.973,0,0.0408,0.0823,0.167,0.0996,0.147,164.891,6lSxM9BKcEZBSDKl2VODsF,spotify:track:6lSxM9BKcEZBSDKl2VODsF,https://api.spotify.com/v1/tracks/6lSxM9BKcEZBSDKl2VODsF,https://api.spotify.com/v1/audio-analysis/6lSxM9BKcEZBSDKl2VODsF,260200,4,Come Together - 2019 Mix,1,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.416,0.385,0,-9.388,1,0.0279,0.0958,5.24e-06,0.228,0.458,133.298,3S6N0Wbem9KV3DBcYNfXuv,spotify:track:3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/tracks/3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/audio-analysis/3S6N0Wbem9KV3DBcYNfXuv,182227,4,Something - 2019 Mix,2,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.816,0.386,2,-9.443,1,0.0382,0.497,9.31e-05,0.309,0.708,131.099,0fnY9xlLJCgtBUBX9rNzDJ,spotify:track:0fnY9xlLJCgtBUBX9rNzDJ,https://api.spotify.com/v1/tracks/0fnY9xlLJCgtBUBX9rNzDJ,https://api.spotify.com/v1/audio-analysis/0fnY9xlLJCgtBUBX9rNzDJ,207973,4,Maxwell's Silver Hammer - 2019 Mix,3,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.437,0.669,4,-6.524,1,0.0395,0.0344,0.00395,0.347,0.514,173.67,3UHv8SSIkNUDRBUHJx3Cg6,spotify:track:3UHv8SSIkNUDRBUHJx3Cg6,https://api.spotify.com/v1/tracks/3UHv8SSIkNUDRBUHJx3Cg6,https://api.spotify.com/v1/audio-analysis/3UHv8SSIkNUDRBUHJx3Cg6,207147,3,Oh! Darling - 2019 Mix,4,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.565,0.645,1,-6.194,0,0.0332,0.113,0.000625,0.124,0.626,92.253,3e1w0Wm0sH8nUYPArDkBG3,spotify:track:3e1w0Wm0sH8nUYPArDkBG3,https://api.spotify.com/v1/tracks/3e1w0Wm0sH8nUYPArDkBG3,https://api.spotify.com/v1/audio-analysis/3e1w0Wm0sH8nUYPArDkBG3,170800,4,Octopus's Garden - 2019 Mix,5,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.326,0.5,9,-8.388,0,0.0315,0.0208,0.0473,0.0941,0.365,142.872,5h0yfg2KLqjVOKpCUTkBKo,spotify:track:5h0yfg2KLqjVOKpCUTkBKo,https://api.spotify.com/v1/tracks/5h0yfg2KLqjVOKpCUTkBKo,https://api.spotify.com/v1/audio-analysis/5h0yfg2KLqjVOKpCUTkBKo,467360,3,I Want You (She's So Heavy) - 2019 Mix,6,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.569,0.557,9,-10.208,1,0.0428,0.038,0.000228,0.136,0.292,129.101,3CPFHaVEHkkH26hAEPgMMp,spotify:track:3CPFHaVEHkkH26hAEPgMMp,https://api.spotify.com/v1/tracks/3CPFHaVEHkkH26hAEPgMMp,https://api.spotify.com/v1/audio-analysis/3CPFHaVEHkkH26hAEPgMMp,185707,4,Here Comes The Sun - 2019 Mix,7,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.178,0.283,2,-11.436,1,0.0298,0.613,8.04e-05,0.127,0.19,161.293,4Smnlr2WoaZa4CUs0isAPU,spotify:track:4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/tracks/4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/audio-analysis/4Smnlr2WoaZa4CUs0isAPU,165613,4,Because - 2019 Mix,8,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.33,0.442,0,-12.216,1,0.035,0.317,0.0762,0.149,0.326,173.751,4kXXWWWIu0avePZXX7cBiW,spotify:track:4kXXWWWIu0avePZXX7cBiW,https://api.spotify.com/v1/tracks/4kXXWWWIu0avePZXX7cBiW,https://api.spotify.com/v1/audio-analysis/4kXXWWWIu0avePZXX7cBiW,242667,3,You Never Give Me Your Money - 2019 Mix,9,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.406,0.274,2,-15.138,1,0.0301,0.186,0.138,0.258,0.199,149.875,0fdK9ykZqy0e3vn7LbluM1,spotify:track:0fdK9ykZqy0e3vn7LbluM1,https://api.spotify.com/v1/tracks/0fdK9ykZqy0e3vn7LbluM1,https://api.spotify.com/v1/audio-analysis/0fdK9ykZqy0e3vn7LbluM1,146333,4,Sun King - 2019 Mix,10,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.69,0.674,4,-7.983,1,0.0391,0.0254,6.59e-06,0.47,0.915,100.497,25jKgfxWqISbOF5qjowYDa,spotify:track:25jKgfxWqISbOF5qjowYDa,https://api.spotify.com/v1/tracks/25jKgfxWqISbOF5qjowYDa,https://api.spotify.com/v1/audio-analysis/25jKgfxWqISbOF5qjowYDa,66467,4,Mean Mr Mustard - 2019 Mix,11,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.47,0.833,11,-8.017,0,0.0569,0.00203,0.706,0.133,0.491,166.72,7BavH3tDEsEDKnntiVTaAu,spotify:track:7BavH3tDEsEDKnntiVTaAu,https://api.spotify.com/v1/tracks/7BavH3tDEsEDKnntiVTaAu,https://api.spotify.com/v1/audio-analysis/7BavH3tDEsEDKnntiVTaAu,72800,4,Polythene Pam - 2019 Mix,12,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.527,0.752,2,-7.806,1,0.0298,0.00307,4.49e-05,0.329,0.738,80.647,52omU1KgD4yyRkXx2gDgZj,spotify:track:52omU1KgD4yyRkXx2gDgZj,https://api.spotify.com/v1/tracks/52omU1KgD4yyRkXx2gDgZj,https://api.spotify.com/v1/audio-analysis/52omU1KgD4yyRkXx2gDgZj,118813,4,She Came In Through The Bathroom Window - 2019 Mix,13,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.395,0.181,0,-11.098,1,0.0284,0.303,0.000184,0.16,0.221,80.663,4FWAzXcVNVIRVA4UQxhvbd,spotify:track:4FWAzXcVNVIRVA4UQxhvbd,https://api.spotify.com/v1/tracks/4FWAzXcVNVIRVA4UQxhvbd,https://api.spotify.com/v1/audio-analysis/4FWAzXcVNVIRVA4UQxhvbd,91440,4,Golden Slumbers - 2019 Mix,14,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.494,0.558,0,-7.604,1,0.0283,0.0915,0.000786,0.243,0.625,84.005,7mBqyUKe8SUUoFBjTiY8Um,spotify:track:7mBqyUKe8SUUoFBjTiY8Um,https://api.spotify.com/v1/tracks/7mBqyUKe8SUUoFBjTiY8Um,https://api.spotify.com/v1/audio-analysis/7mBqyUKe8SUUoFBjTiY8Um,96440,4,Carry That Weight - 2019 Mix,15,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.624,0.532,2,-9.15,1,0.0606,0.00045,0.142,0.151,0.125,123.358,481payDhvwK4SluEdw2o5v,spotify:track:481payDhvwK4SluEdw2o5v,https://api.spotify.com/v1/tracks/481payDhvwK4SluEdw2o5v,https://api.spotify.com/v1/audio-analysis/481payDhvwK4SluEdw2o5v,141907,1,The End - 2019 Mix,16,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.742,0.182,0,-20.25,1,0.0986,0.647,2.9e-06,0.344,0.565,100.526,6jkFjYzaeMG48F8UBSP0eX,spotify:track:6jkFjYzaeMG48F8UBSP0eX,https://api.spotify.com/v1/tracks/6jkFjYzaeMG48F8UBSP0eX,https://api.spotify.com/v1/audio-analysis/6jkFjYzaeMG48F8UBSP0eX,25120,3,Her Majesty - 2019 Mix,17,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.36,0.383,5,-10.2,1,0.0384,0.13,0.00115,0.273,0.373,143.811,3Tyb06JlXwzTiuiBI7PACU,spotify:track:3Tyb06JlXwzTiuiBI7PACU,https://api.spotify.com/v1/tracks/3Tyb06JlXwzTiuiBI7PACU,https://api.spotify.com/v1/audio-analysis/3Tyb06JlXwzTiuiBI7PACU,419600,3,I Want You (She's So Heavy) - Trident Recording Session & Reduction Mix,1,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.556,0.174,11,-15.047,1,0.0462,0.918,0.000681,0.114,0.563,126.695,2cQGln8y7OgSOLxSHkgehd,spotify:track:2cQGln8y7OgSOLxSHkgehd,https://api.spotify.com/v1/tracks/2cQGln8y7OgSOLxSHkgehd,https://api.spotify.com/v1/audio-analysis/2cQGln8y7OgSOLxSHkgehd,143707,3,Goodbye - Home Demo,2,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.408,0.187,9,-15.354,1,0.035,0.955,0.000575,0.0766,0.243,139.822,4w4kzrDRJo9PEJGzh2uK49,spotify:track:4w4kzrDRJo9PEJGzh2uK49,https://api.spotify.com/v1/tracks/4w4kzrDRJo9PEJGzh2uK49,https://api.spotify.com/v1/audio-analysis/4w4kzrDRJo9PEJGzh2uK49,217227,4,Something - Studio Demo,3,Abbey Road (Super Deluxe Edition),Abbey Road,9/27/2019,5iT3F2EhjVQVrO4PKhsP8c
Studio,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,183Klch3PBWLz2S6zNUVxR,spotify:track:183Klch3PBWLz2S6zNUVxR,https://api.spotify.com/v1/tracks/183Klch3PBWLz2S6zNUVxR,https://api.spotify.com/v1/audio-analysis/183Klch3PBWLz2S6zNUVxR,163467,4,Back In The U.S.S.R. - 2018 Mix,1,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.395,0.538,2,-10.3,1,0.0456,0.0904,0.000453,0.0685,0.369,150.785,21pC0RPgkThjHlwpmCtxGb,spotify:track:21pC0RPgkThjHlwpmCtxGb,https://api.spotify.com/v1/tracks/21pC0RPgkThjHlwpmCtxGb,https://api.spotify.com/v1/audio-analysis/21pC0RPgkThjHlwpmCtxGb,234973,4,Dear Prudence - 2018 Mix,2,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.529,0.555,7,-8.839,0,0.0508,0.00236,0.003,0.093,0.615,120.356,0bYmYFbEAADKAlHdJqZ1gL,spotify:track:0bYmYFbEAADKAlHdJqZ1gL,https://api.spotify.com/v1/tracks/0bYmYFbEAADKAlHdJqZ1gL,https://api.spotify.com/v1/audio-analysis/0bYmYFbEAADKAlHdJqZ1gL,137707,4,Glass Onion - 2018 Mix,3,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.803,0.776,10,-7.561,1,0.0333,0.149,0.00471,0.222,0.969,113.193,02FJNRUlB28e1F0R9uP2s1,spotify:track:02FJNRUlB28e1F0R9uP2s1,https://api.spotify.com/v1/tracks/02FJNRUlB28e1F0R9uP2s1,https://api.spotify.com/v1/audio-analysis/02FJNRUlB28e1F0R9uP2s1,188813,4,"Ob-La-Di, Ob-La-Da - 2018 Mix",4,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.749,0.689,9,-10.883,0,0.0346,0.278,0.759,0.796,0.299,89.897,76YBf6AwWhPG62H2LZftFQ,spotify:track:76YBf6AwWhPG62H2LZftFQ,https://api.spotify.com/v1/tracks/76YBf6AwWhPG62H2LZftFQ,https://api.spotify.com/v1/audio-analysis/76YBf6AwWhPG62H2LZftFQ,53000,4,Wild Honey Pie - 2018 Mix,5,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.659,0.56,0,-9.561,1,0.0648,0.295,0,0.683,0.738,114.796,7KXaC0HCD4VoIZOzWfdirZ,spotify:track:7KXaC0HCD4VoIZOzWfdirZ,https://api.spotify.com/v1/tracks/7KXaC0HCD4VoIZOzWfdirZ,https://api.spotify.com/v1/audio-analysis/7KXaC0HCD4VoIZOzWfdirZ,194187,4,The Continuing Story Of Bungalow Bill - 2018 Mix,6,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.421,0.668,2,-9.234,1,0.0364,0.00196,0.0172,0.307,0.635,115.124,0ZqSsO2xoVvcrhpiRuqCmt,spotify:track:0ZqSsO2xoVvcrhpiRuqCmt,https://api.spotify.com/v1/tracks/0ZqSsO2xoVvcrhpiRuqCmt,https://api.spotify.com/v1/audio-analysis/0ZqSsO2xoVvcrhpiRuqCmt,285280,4,While My Guitar Gently Weeps - 2018 Mix,7,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.461,0.534,9,-9.912,0,0.0592,0.131,5.63e-06,0.107,0.459,138.935,3z2ngCk1Us5E0DtNGczXwJ,spotify:track:3z2ngCk1Us5E0DtNGczXwJ,https://api.spotify.com/v1/tracks/3z2ngCk1Us5E0DtNGczXwJ,https://api.spotify.com/v1/audio-analysis/3z2ngCk1Us5E0DtNGczXwJ,164520,4,Happiness Is A Warm Gun - 2018 Mix,8,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.641,0.328,10,-10.709,1,0.0313,0.788,7.77e-05,0.157,0.858,89.212,4BtpBz9IIamSuYJ26Qoi8G,spotify:track:4BtpBz9IIamSuYJ26Qoi8G,https://api.spotify.com/v1/tracks/4BtpBz9IIamSuYJ26Qoi8G,https://api.spotify.com/v1/audio-analysis/4BtpBz9IIamSuYJ26Qoi8G,148480,4,Martha My Dear - 2018 Mix,9,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.44,0.485,9,-10.989,1,0.28,0.496,1.11e-05,0.508,0.717,69.925,52efrg776bHRucNKHRWwkE,spotify:track:52efrg776bHRucNKHRWwkE,https://api.spotify.com/v1/tracks/52efrg776bHRucNKHRWwkE,https://api.spotify.com/v1/audio-analysis/52efrg776bHRucNKHRWwkE,123400,4,I'm So Tired - 2018 Mix,10,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.649,0.123,7,-15.657,1,0.0396,0.825,3.14e-06,0.0627,0.358,93.82,2oMVSmJx1l2FVXjVbx5DTc,spotify:track:2oMVSmJx1l2FVXjVbx5DTc,https://api.spotify.com/v1/tracks/2oMVSmJx1l2FVXjVbx5DTc,https://api.spotify.com/v1/audio-analysis/2oMVSmJx1l2FVXjVbx5DTc,138360,4,Blackbird - 2018 Mix,11,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.527,0.471,8,-9.901,1,0.0314,0.2,0,0.0981,0.571,92.583,1koFbbNy8BJvG63B0ExZEQ,spotify:track:1koFbbNy8BJvG63B0ExZEQ,https://api.spotify.com/v1/tracks/1koFbbNy8BJvG63B0ExZEQ,https://api.spotify.com/v1/audio-analysis/1koFbbNy8BJvG63B0ExZEQ,124307,4,Piggies - 2018 Mix,12,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.543,0.429,7,-10.249,1,0.0397,0.424,0,0.25,0.638,78.943,2MdBcgXwYcuXN3ekvhehN0,spotify:track:2MdBcgXwYcuXN3ekvhehN0,https://api.spotify.com/v1/tracks/2MdBcgXwYcuXN3ekvhehN0,https://api.spotify.com/v1/audio-analysis/2MdBcgXwYcuXN3ekvhehN0,213080,4,Rocky Raccoon - 2018 Mix,13,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.598,0.58,0,-8.082,1,0.0262,0.472,1.07e-06,0.248,0.961,84.995,55scbyvCEL0prcaDKYqiRG,spotify:track:55scbyvCEL0prcaDKYqiRG,https://api.spotify.com/v1/tracks/55scbyvCEL0prcaDKYqiRG,https://api.spotify.com/v1/audio-analysis/55scbyvCEL0prcaDKYqiRG,230307,4,Don't Pass Me By - 2018 Mix,14,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
Studio,0.532,0.524,7,-8.057,1,0.0545,0.493,8.68e-06,0.0601,0.845,188.181,6CD4ZmCgYyiECTOWjm5LqC,spotify:track:6CD4ZmCgYyiECTOWjm5LqC,https://api.spotify.com/v1/tracks/6CD4ZmCgYyiECTOWjm5LqC,https://api.spotify.com/v1/audio-analysis/6CD4ZmCgYyiECTOWjm5LqC,101733,4,Why Don't We Do It In The Road? - 2018 Mix,15,The Beatles,The Beatles,11/9/2018,1WMVvswNzB9i2UMh9svso5
