ID,date,date_code,ventilator,pestfield,COORD_X,COORD_Y,Latitude,Longitude,geom_source
309,1854,3,0,0,529435.453185055404902,180783.937339294003323,51.51116528,-0.13619582,point_from_csv_bng
310,1854,3,0,0,529482.572465020697564,180835.334453010349534,51.51161639,-0.13549834,point_from_csv_bng
311,1854,3,0,0,529487.729410807136446,180838.994301517726853,51.51164810,-0.13542273,point_from_csv_bng
312,1854,3,0,0,529545.003400438115932,180785.796050166420173,51.51115691,-0.13461739,point_from_csv_bng
313,1854,3,0,0,529602.677508794120513,180839.324356829631142,51.51162473,-0.13376710,point_from_csv_bng
314,1854,3,0,0,529610.327889723004773,180842.917674127034843,51.51165527,-0.13365560,point_from_csv_bng
315,1854,3,0,0,529607.789467521361075,180886.234395725536160,51.51204513,-0.13367625,point_from_csv_bng
316,1854,3,0,0,529620.832217657007277,180828.171176185831428,51.51152034,-0.13350973,point_from_csv_bng
317,1854,3,0,0,529617.114752956083976,180826.251497691788245,51.51150394,-0.13356398,point_from_csv_bng
318,1854,3,0,0,529640.530741003341973,180835.411586295871530,51.51158089,-0.13322337,point_from_csv_bng
319,1854,3,0,0,529156.503042114782147,181015.690411865711212,51.51331175,-0.14012845,point_from_csv_bng
320,1854,3,0,0,529638.549392651999369,180840.976032999984454,51.51163135,-0.13324986,point_from_csv_bng
321,1854,3,0,0,529617.637795281480066,180888.170050796761643,51.51206027,-0.13353370,point_from_csv_bng
322,1854,3,0,0,529255.111240374855697,180930.348693051317241,51.51252228,-0.13873948,point_from_csv_bng
323,1854,3,0,1,529300.141720043378882,180971.076416354510002,51.51287800,-0.13807601,point_from_csv_bng
324,1854,3,0,0,529216.287771984701976,181173.511130571132526,51.51471638,-0.13920959,point_from_csv_bng
325,1854,3,0,0,529219.494581823004410,181174.146118587406818,51.51472136,-0.13916317,point_from_csv_bng
